Loyalty Number,Total Flights_sum,Total Flights_mean,Total Flights_std,Total Flights_max,Distance_sum,Distance_mean,Points Accumulated_sum,Points Accumulated_mean,Points Redeemed_sum,Points Redeemed_mean,max_inactive_streak,flight_trend,redemption_ratio,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,cluster
723691,46,1.9166666666666667,1.5857152183236398,6,63299,2637.458333333333,63299.0,2637.458333333333,895,37.29166666666666,3,-0.0391304347826087,0.0141392439059068,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,68792.0,Married,Star,18380.39,Standard,2016,8,,,1
723707,12,0.5,1.2158375177486576,4,22628,942.8333333333334,22628.0,942.8333333333334,0,0.0,17,0.0834782608695652,0.0,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,94010.0,Married,Aurora,6883.69,Standard,2018,5,,,4
723715,7,0.2916666666666667,0.6902530516863499,2,8133,338.875,8133.0,338.875,393,16.375,19,0.0560869565217391,0.0483216525267429,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,63769.0,Married,Nova,6008.18,Standard,2018,7,,,3
723820,28,1.1666666666666667,1.7610932046210157,6,39286,1636.9166666666667,39286.0,1636.9166666666667,0,0.0,9,0.1165217391304347,0.0,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,88350.0,Divorced,Nova,6514.43,Standard,2017,9,,,4
723912,75,6.818181818181818,9.826679824011585,24,118737,10794.272727272728,178105.5,16191.40909090909,680,61.81818181818182,2,0.0909090909090911,0.0038179618259963,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Single,Aurora,9780.85,2018 Promotion,2018,2,,,2
723968,22,0.9166666666666666,1.6396358733272,5,23429,976.2083333333334,23429.0,976.2083333333334,1295,53.958333333333336,5,0.0121739130434782,0.0552733791455034,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,85168.0,Married,Star,24610.78,Standard,2017,4,,,1
723969,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Married,Nova,2856.95,Standard,2018,11,,,0
723978,50,2.083333333333333,1.886258469694107,6,80826,3367.75,80826.0,3367.75,1095,45.625,2,0.1373913043478261,0.0135476208150842,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,59181.0,Divorced,Nova,3499.14,Standard,2014,12,,,3
724028,25,1.0416666666666667,1.8528278426483,6,33412,1392.1666666666667,33412.0,1392.1666666666667,571,23.791666666666668,6,0.0752173913043478,0.017089668382617,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,50311.0,Married,Star,2754.46,Standard,2017,6,,,3
724033,29,1.2083333333333333,1.3180739131701644,4,39475,1644.7916666666667,39475.0,1644.7916666666667,1706,71.08333333333333,4,0.0439130434782608,0.0432172260924635,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Divorced,Nova,3261.02,Standard,2017,2,,,3
724071,65,5.909090909090909,7.803262720869334,24,137986,12544.181818181818,206979.0,18816.272727272728,478,43.45454545454545,3,1.054545454545455,0.0023094130322399,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,27569.0,Single,Nova,5704.68,2018 Promotion,2018,2,,,2
724139,48,2.0,1.6939791077198396,5,76928,3205.333333333333,76928.0,3205.333333333333,358,14.916666666666666,2,0.0156521739130434,0.0046537021630615,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,54514.0,Divorced,Nova,7126.47,Standard,2014,12,,,1
724168,22,0.9166666666666666,1.4719601443879742,5,41780,1740.8333333333333,41780.0,1740.8333333333333,473,19.70833333333333,7,0.0008695652173912,0.0113212063188128,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Married,Star,2374.81,Standard,2017,1,,,3
724222,30,1.25,1.3909646324388163,5,40513,1688.0416666666667,40513.0,1688.0416666666667,1243,51.79166666666666,3,-0.0356521739130435,0.0306815096388813,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,79727.0,Married,Nova,2799.75,Standard,2016,2,,,3
724272,39,1.625,1.636871352943461,6,70404,2933.5,70404.0,2933.5,1446,60.25,3,0.0656521739130434,0.0205386057610363,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,99444.0,Married,Nova,2759.98,Standard,2012,10,,,3
724378,30,1.25,1.5673294928413857,5,38187,1591.125,38187.0,1591.125,474,19.75,5,-0.0130434782608696,0.0124126011469871,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,53465.0,Single,Nova,4170.69,Standard,2014,12,,,3
724414,37,1.5416666666666667,1.4738050920238277,5,52218,2175.75,52218.0,2175.75,538,22.416666666666668,3,0.0265217391304347,0.0103029606649048,Canada,Ontario,London,M5B 3E4,Female,Bachelor,49778.0,Divorced,Nova,5272.93,Standard,2016,11,,,3
724424,42,1.75,1.5393392145304767,6,64697,2695.708333333333,64697.0,2695.708333333333,1158,48.25,2,-0.0426086956521739,0.01789882065629,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,55552.0,Married,Star,3677.78,Standard,2012,7,,,3
724435,30,1.25,1.5108304655560048,5,34304,1429.3333333333333,34304.0,1429.3333333333333,0,0.0,2,-0.0295652173913044,0.0,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,73135.0,Single,Star,2674.73,Standard,2016,7,,,4
724510,3,0.125,0.6123724356957946,3,5937,247.375,5937.0,247.375,0,0.0,21,0.0247826086956521,0.0,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,50870.0,Single,Star,4996.56,Standard,2018,9,,,0
724513,10,0.4166666666666667,1.138903617201808,4,16593,691.375,16593.0,691.375,0,0.0,20,0.088695652173913,0.0,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,63694.0,Married,Star,5906.94,Standard,2018,8,,,4
724599,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,British Columbia,Vancouver,V1E 4R6,Male,Doctor,211230.0,Married,Nova,4900.55,Standard,2012,4,,,0
724626,26,1.0833333333333333,1.7424786610050556,6,28028,1167.8333333333333,28028.0,1167.8333333333333,349,14.541666666666666,10,0.0913043478260869,0.0124518338804053,Canada,Ontario,Toronto,P5S 6R4,Female,College,,Married,Star,6473.33,Standard,2017,10,,,3
724660,28,1.1666666666666667,1.632993161855452,5,35894,1495.5833333333333,35894.0,1495.5833333333333,560,23.33333333333333,4,0.008695652173913,0.0156014932857859,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,91567.0,Married,Star,5411.94,Standard,2012,4,,,3
724720,42,1.75,1.8237562766229864,6,57862,2410.9166666666665,57862.0,2410.9166666666665,1040,43.333333333333336,3,-0.0008695652173913,0.017973799730393,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,,Single,Star,4713.4,Standard,2014,10,,,3
724723,20,0.8333333333333334,1.1293194051465598,3,35795,1491.4583333333333,35795.0,1491.4583333333333,624,26.0,8,0.0565217391304347,0.0174326023187596,Canada,Ontario,Toronto,P2T 6G3,Male,College,,Single,Nova,3028.78,Standard,2017,6,,,3
724781,37,1.5416666666666667,1.3180739131701644,4,51127,2130.2916666666665,51127.0,2130.2916666666665,1142,47.583333333333336,2,0.0439130434782608,0.0223365345120973,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,56193.0,Divorced,Nova,33473.35,Standard,2013,2,,,1
724818,39,1.625,1.610090464647197,5,63380,2640.833333333333,63380.0,2640.833333333333,0,0.0,3,0.007391304347826,0.0,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,78196.0,Married,Aurora,5233.99,Standard,2015,2,,,4
724979,18,0.75,1.3269776053940745,5,28355,1181.4583333333333,28355.0,1181.4583333333333,875,36.458333333333336,8,-0.0208695652173913,0.0308587550696526,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,92032.0,Single,Nova,5189.29,Standard,2017,4,2018.0,5.0,3
724987,37,1.5416666666666667,2.021174145771768,6,64879,2703.2916666666665,64879.0,2703.2916666666665,1912,79.66666666666667,7,0.0995652173913043,0.0294702446091955,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,50137.0,Married,Star,2615.3,Standard,2017,7,,,3
724989,43,1.7916666666666667,1.9105921382756128,6,70862,2952.583333333333,70862.0,2952.583333333333,1598,66.58333333333333,2,0.0221739130434782,0.0225508735288306,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,48760.0,Married,Star,7094.17,Standard,2013,5,,,1
725004,46,4.181818181818182,7.180782433943837,20,89970,8179.090909090909,134955.0,12268.636363636364,0,0.0,5,0.4909090909090911,0.0,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,64322.0,Divorced,Nova,11121.62,2018 Promotion,2018,2,,,2
725086,32,1.3333333333333333,1.9927404479142845,6,60976,2540.6666666666665,60976.0,2540.6666666666665,623,25.95833333333333,5,0.0382608695652173,0.0102171346103384,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,87951.0,Divorced,Aurora,7887.96,Standard,2017,5,,,1
725100,30,1.25,1.5673294928413857,5,41586,1732.75,41586.0,1732.75,2134,88.91666666666667,3,-0.0278260869565218,0.0513153465108449,Canada,Ontario,Kingston,M9K 2P4,Male,High School or Below,80919.0,Single,Star,2453.57,Standard,2014,8,,,3
725120,46,1.9166666666666667,1.863065885242286,5,66789,2782.875,66789.0,2782.875,1575,65.625,4,0.0513043478260869,0.0235817275299824,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,52233.0,Divorced,Aurora,12904.94,Standard,2015,11,,,1
725129,34,1.4166666666666667,1.6129008882638507,5,44835,1868.125,44835.0,1868.125,459,19.125,3,-0.0078260869565217,0.010237537638006,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Doctor,221857.0,Married,Aurora,8257.67,Standard,2014,8,,,1
725182,31,1.2916666666666667,1.7315277663950706,5,44983,1874.2916666666667,44983.0,1874.2916666666667,370,15.416666666666666,3,0.0308695652173912,0.0082253295689482,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,96953.0,Married,Aurora,7255.95,Standard,2013,12,,,1
725294,36,1.5,1.587998466760841,5,51480,2145.0,51480.0,2145.0,976,40.66666666666666,5,-0.0321739130434782,0.0189588189588189,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,76899.0,Married,Star,5627.3,Standard,2013,9,,,3
725326,47,1.9583333333333333,1.756458063130524,5,82611,3442.125,82611.0,3442.125,1802,75.08333333333333,2,-0.0091304347826087,0.0218130757405188,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Married,Star,3272.01,Standard,2012,7,,,3
725413,30,1.25,1.4817733206914758,4,41118,1713.25,41118.0,1713.25,419,17.458333333333332,4,0.1330434782608696,0.0101901843474877,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,85880.0,Married,Nova,9102.9,Standard,2013,2,,,1
725510,29,1.2083333333333333,1.910592138275613,7,46373,1932.2083333333333,46373.0,1932.2083333333333,1193,49.708333333333336,6,0.0839130434782608,0.0257261768701615,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,76296.0,Divorced,Star,8084.85,Standard,2017,5,,,1
725575,45,1.875,1.650098811270562,5,75646,3151.9166666666665,75646.0,3151.9166666666665,1394,58.083333333333336,2,-0.0265217391304348,0.0184279406710202,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Doctor,87398.0,Divorced,Star,3605.97,Standard,2012,6,,,3
725580,4,0.1666666666666666,0.6370220572706061,3,4004,166.83333333333334,4004.0,166.83333333333334,416,17.333333333333332,21,0.0347826086956521,0.1038961038961039,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,71787.0,Married,Nova,5018.89,Standard,2018,9,,,3
725705,33,1.375,1.7891581697887249,6,56314,2346.4166666666665,56314.0,2346.4166666666665,574,23.916666666666668,3,0.0160869565217391,0.0101928472493518,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,65672.0,Divorced,Star,4794.93,Standard,2015,3,,,3
725795,27,1.125,1.5690623065191294,5,43172,1798.8333333333333,43172.0,1798.8333333333333,804,33.5,5,-0.0534782608695652,0.0186231816918373,Canada,Ontario,Toronto,P5S 6R4,Female,High School or Below,75820.0,Divorced,Star,10626.81,Standard,2013,12,,,1
725807,45,1.875,1.872280636712535,6,64899,2704.125,64899.0,2704.125,1420,59.16666666666666,2,-0.0004347826086956,0.0218801522365521,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,75564.0,Married,Nova,3410.2,Standard,2016,9,,,3
725835,46,1.9166666666666667,2.0412414523193148,6,85752,3573.0,85752.0,3573.0,651,27.125,3,-0.0173913043478261,0.0075916596697453,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,55457.0,Married,Nova,16224.54,Standard,2014,4,,,1
725962,10,0.4166666666666667,1.212853862900895,5,8026,334.4166666666667,8026.0,334.4166666666667,541,22.541666666666668,21,0.0930434782608695,0.0674059307251432,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,47638.0,Married,Aurora,10515.97,Standard,2018,8,,,1
726065,45,1.875,1.7769661492702031,7,57451,2393.7916666666665,57451.0,2393.7916666666665,406,16.916666666666668,2,-0.0230434782608696,0.0070668917860437,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,59169.0,Married,Star,9816.53,Standard,2014,7,,,1
726077,2,0.0833333333333333,0.2823298512866399,1,2959,123.29166666666669,2959.0,123.29166666666669,0,0.0,21,0.017391304347826,0.0,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,71421.0,Divorced,Star,2644.68,Standard,2018,9,,,0
726139,42,1.75,1.8237562766229864,5,57142,2380.9166666666665,57142.0,2380.9166666666665,0,0.0,3,0.0156521739130434,0.0,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,51359.0,Married,Nova,4821.42,Standard,2013,9,,,4
726268,25,1.0416666666666667,1.26762930621338,4,30131,1255.4583333333333,30131.0,1255.4583333333333,955,39.79166666666666,3,-0.0099999999999999,0.0316949321297003,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,57615.0,Married,Nova,12232.78,Standard,2016,2,,,1
726309,11,0.4583333333333333,1.141287094417552,4,20891,870.4583333333334,20891.0,870.4583333333334,0,0.0,17,0.0682608695652174,0.0,Canada,Ontario,Kingston,M9K 2P4,Male,College,,Married,Star,2563.58,Standard,2018,5,,,4
726472,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,Ontario,Sudbury,M5V 1G5,Female,College,,Married,Star,8532.72,Standard,2015,9,2016.0,5.0,0
726499,24,1.0,1.5036188231122247,4,44095,1837.2916666666667,44095.0,1837.2916666666667,531,22.125,4,-0.0191304347826087,0.0120421816532486,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Single,Star,13197.93,Standard,2016,11,,,1
726544,18,0.75,1.481773320691476,5,17674,736.4166666666666,17674.0,736.4166666666666,0,0.0,11,0.1052173913043478,0.0,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,55513.0,Married,Aurora,9009.22,Standard,2017,8,,,4
726684,37,1.5416666666666667,1.6412923504696366,5,67896,2829.0,67896.0,2829.0,581,24.20833333333333,4,0.0221739130434782,0.0085572051372687,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Master,123841.0,Married,Nova,7019.18,Standard,2015,8,,,1
726688,33,1.375,1.438976085247091,4,47630,1984.5833333333333,47630.0,1984.5833333333333,522,21.75,2,0.0804347826086956,0.0109594793197564,Canada,Ontario,Sudbury,M5V 1G5,Male,Doctor,78165.0,Married,Aurora,11435.23,Standard,2016,7,,,1
726701,41,1.7083333333333333,1.517411029314094,5,54493,2270.5416666666665,54493.0,2270.5416666666665,1293,53.875,3,-0.0378260869565217,0.0237278182518855,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,99947.0,Married,Star,10536.08,Standard,2012,5,,,1
726732,22,0.9166666666666666,1.6129008882638507,5,31252,1302.1666666666667,31252.0,1302.1666666666667,859,35.791666666666664,13,-0.1234782608695652,0.0274862408805836,Canada,Manitoba,Winnipeg,R3R 3T4,Male,College,,Single,Star,4740.2,Standard,2015,6,2017.0,11.0,3
726735,25,1.0416666666666667,1.2328534123049195,4,36011,1500.4583333333333,36011.0,1500.4583333333333,0,0.0,6,0.0569565217391304,0.0,Canada,Ontario,Toronto,P1L 8X8,Female,College,,Single,Nova,6870.61,Standard,2017,5,,,4
726848,31,1.2916666666666667,1.4884823513044847,6,37883,1578.4583333333333,37883.0,1578.4583333333333,752,31.33333333333333,3,-0.0560869565217391,0.0198505926141013,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,87889.0,Married,Nova,7933.82,Standard,2013,12,,,1
726873,43,1.7916666666666667,1.6675722177612804,5,64569,2690.375,64569.0,2690.375,1347,56.125,2,-0.0569565217391305,0.0208614040793569,Canada,New Brunswick,Moncton,E1A 2A7,Male,High School or Below,61902.0,Single,Nova,28328.47,Standard,2015,4,,,1
726932,34,1.4166666666666667,1.886258469694107,6,55139,2297.458333333333,55139.0,2297.458333333333,773,32.208333333333336,3,0.037391304347826,0.0140191153267197,Canada,Alberta,Calgary,T3E 2V9,Male,College,,Single,Star,2150.18,Standard,2016,6,,,3
726940,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,76610.0,Single,Aurora,7496.01,Standard,2017,4,2017.0,6.0,0
726980,44,1.8333333333333333,1.659404467996214,6,71028,2959.5,71028.0,2959.5,469,19.541666666666668,1,-0.0052173913043478,0.0066030297910683,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,82481.0,Divorced,Aurora,8184.59,Standard,2018,6,,,1
727047,6,0.25,0.8469895538599198,3,10587,441.125,10587.0,441.125,440,18.33333333333333,21,0.0547826086956521,0.0415604042693869,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Single,Star,5849.32,Standard,2018,8,,,3
727053,11,0.4583333333333333,0.7210600087592463,2,15646,651.9166666666666,15646.0,651.9166666666666,1055,43.958333333333336,10,-0.0239130434782608,0.0674293749201073,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,76002.0,Married,Aurora,5272.7,Standard,2017,6,2018.0,2.0,3
727072,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,76281.0,Married,Nova,10660.9,Standard,2013,9,2013.0,10.0,0
727091,78,7.090909090909091,8.780142885563372,24,140876,12806.90909090909,211314.0,19210.36363636364,0,0.0,3,0.2000000000000002,0.0,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,24287.0,Divorced,Aurora,33473.35,2018 Promotion,2018,3,2018.0,11.0,2
727095,42,1.75,1.7003835884370582,6,60217,2509.0416666666665,60217.0,2509.0416666666665,0,0.0,3,0.0443478260869565,0.0,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Single,Star,8491.47,Standard,2017,1,,,4
727175,39,1.625,1.929462642021483,6,48907,2037.7916666666667,48907.0,2037.7916666666667,626,26.08333333333333,10,-0.1230434782608695,0.0127998037090805,Canada,Quebec,Quebec City,G1B 3L5,Male,High School or Below,44903.0,Married,Aurora,5253.49,Standard,2016,1,,,3
727179,3,0.125,0.6123724356957945,3,4146,172.75,4146.0,172.75,0,0.0,22,0.027391304347826,0.0,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,99050.0,Married,Star,2745.13,Standard,2018,10,,,0
727197,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,British Columbia,Vancouver,V6E 3D9,Female,High School or Below,75079.0,Divorced,Nova,4260.34,Standard,2012,4,,,0
727348,32,1.3333333333333333,1.7110044511584583,5,40155,1673.125,40155.0,1673.125,1133,47.208333333333336,4,-0.02,0.0282156643008342,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,77624.0,Divorced,Nova,21590.44,Standard,2017,4,,,1
727363,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,Manitoba,Winnipeg,R3R 3T4,Male,Bachelor,93735.0,Married,Star,3705.29,Standard,2015,9,2016.0,5.0,0
727415,46,1.9166666666666667,1.7916877315917057,5,78933,3288.875,78933.0,3288.875,0,0.0,2,0.0008695652173912,0.0,Canada,Manitoba,Winnipeg,R3R 3T4,Male,College,,Single,Star,2393.92,Standard,2016,7,,,4
727428,22,0.9166666666666666,1.691838893210494,6,32466,1352.75,32466.0,1352.75,0,0.0,13,0.1069565217391304,0.0,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,97333.0,Divorced,Star,2946.0,Standard,2018,1,2018.0,9.0,4
727446,31,1.2916666666666667,1.8292114401439827,5,38838,1618.25,38838.0,1618.25,0,0.0,7,0.0865217391304347,0.0,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,70557.0,Divorced,Star,4880.71,Standard,2016,9,,,4
727497,22,0.9166666666666666,1.138903617201808,3,36936,1539.0,36936.0,1539.0,361,15.041666666666666,4,0.0660869565217391,0.0097736625514403,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Doctor,183847.0,Married,Nova,2784.91,Standard,2017,4,,,3
727507,18,0.75,1.5108304655560048,6,26555,1106.4583333333333,26555.0,1106.4583333333333,1711,71.29166666666667,12,0.1130434782608695,0.0644323102993786,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Star,2452.36,Standard,2017,6,,,3
727573,32,1.3333333333333333,1.5788456616111677,6,48583,2024.2916666666667,48583.0,2024.2916666666667,777,32.375,3,-0.0226086956521739,0.0159932486672292,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Aurora,19045.5,Standard,2015,8,,,1
727595,27,1.125,1.1539158284426272,4,35633,1484.7083333333333,35633.0,1484.7083333333333,1287,53.625,4,-0.0526086956521739,0.0361182050346588,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,56639.0,Single,Star,15488.43,Standard,2012,7,,,1
727648,40,1.6666666666666667,1.7856107630448046,6,51341,2139.208333333333,51341.0,2139.208333333333,1950,81.25,3,-0.0278260869565218,0.0379813404491536,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,61809.0,Married,Nova,4282.95,Standard,2015,4,,,3
727686,11,0.4583333333333333,0.9770927002733856,3,19993,833.0416666666666,19993.0,833.0416666666666,385,16.041666666666668,18,-0.0778260869565218,0.0192567398589506,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Master,118530.0,Single,Star,3600.93,Standard,2015,2,2017.0,7.0,3
727847,39,1.625,1.9067956275430755,7,64825,2701.0416666666665,64825.0,2701.0416666666665,1665,69.375,3,0.0221739130434782,0.0256845352873119,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,61262.0,Married,Star,12692.67,Standard,2012,9,,,1
727873,17,0.7083333333333334,1.517411029314094,5,16611,692.125,16611.0,692.125,1448,60.333333333333336,13,0.0795652173913043,0.0871711516464993,Canada,Alberta,Edmonton,T9G 1W3,Female,College,,Single,Star,2064.46,Standard,2018,1,,,3
727952,11,0.4583333333333333,1.062366786192884,3,17579,732.4583333333334,17579.0,732.4583333333334,0,0.0,18,0.0769565217391304,0.0,Canada,Alberta,Peace River,T9O 2W2,Female,Bachelor,49458.0,Married,Nova,4724.79,Standard,2018,5,,,4
728009,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,57521.0,Married,Aurora,34931.0,Standard,2018,6,,,0
728021,37,1.5416666666666667,1.910592138275613,6,51062,2127.583333333333,51062.0,2127.583333333333,765,31.875,3,-0.0630434782608696,0.014981786847362,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,85364.0,Married,Star,12741.85,Standard,2013,12,,,1
728043,29,1.2083333333333333,1.9332146390351252,6,43907,1829.4583333333333,43907.0,1829.4583333333333,0,0.0,11,0.118695652173913,0.0,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,57385.0,Married,Star,4829.57,Standard,2017,11,,,4
728085,38,1.5833333333333333,1.8395809226599664,6,58888,2453.6666666666665,58888.0,2453.6666666666665,2546,106.08333333333331,3,-0.0147826086956522,0.0432346148621111,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,73252.0,Single,Nova,2955.5,Standard,2014,2,,,3
728135,13,0.5416666666666666,1.0206207261596574,3,26080,1086.6666666666667,26080.0,1086.6666666666667,362,15.083333333333334,14,-0.07,0.0138803680981595,Canada,Quebec,Montreal,H4G 3T4,Male,College,,Married,Aurora,7469.15,Standard,2012,10,,,1
728228,32,1.3333333333333333,1.809796209201627,6,45881,1911.7083333333333,45881.0,1911.7083333333333,579,24.125,3,-0.0121739130434782,0.0126196028857261,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,77739.0,Single,Aurora,13776.74,Standard,2015,4,,,1
728302,41,1.7083333333333333,1.8052861188782487,6,52385,2182.708333333333,52385.0,2182.708333333333,1396,58.16666666666666,1,-0.0160869565217391,0.0266488498616016,Canada,Ontario,Toronto,M8Y 4K8,Male,College,,Single,Aurora,14181.64,Standard,2015,9,,,1
728316,18,0.75,1.3909646324388167,4,30598,1274.9166666666667,30598.0,1274.9166666666667,0,0.0,15,-0.1095652173913043,0.0,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,65885.0,Married,Nova,3245.33,Standard,2017,1,2017.0,9.0,4
728386,3,0.125,0.4484272031464406,2,3804,158.5,3804.0,158.5,462,19.25,22,0.0291304347826086,0.1214511041009463,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Single,Aurora,11836.3,Standard,2018,10,,,1
728486,32,1.3333333333333333,1.7610932046210157,4,52455,2185.625,52455.0,2185.625,422,17.583333333333332,4,0.0591304347826086,0.0080449909446191,Canada,Ontario,Toronto,P1L 8X8,Female,College,,Married,Star,2563.86,Standard,2015,4,,,3
728563,14,0.5833333333333334,1.316010660280157,5,25526,1063.5833333333333,25526.0,1063.5833333333333,0,0.0,11,0.0617391304347826,0.0,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,73442.0,Married,Nova,2891.73,Standard,2017,11,,,4
728568,51,2.125,1.752327644566804,5,90666,3777.75,90666.0,3777.75,1561,65.04166666666667,2,0.0369565217391304,0.0172170383605761,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,76521.0,Divorced,Nova,26338.59,Standard,2012,8,,,1
728586,64,5.818181818181818,9.816498172140427,28,111282,10116.545454545454,166923.0,15174.818181818182,0,0.0,3,0.5636363636363638,0.0,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,85758.0,Married,Aurora,5227.1,2018 Promotion,2018,4,,,2
728655,45,1.875,1.596531566702726,6,65925,2746.875,65925.0,2746.875,1575,65.625,3,-0.0543478260869565,0.0238907849829351,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,,Married,Star,4548.29,Standard,2014,2,,,3
728679,47,1.9583333333333333,1.6544844636864104,5,57089,2378.708333333333,57089.0,2378.708333333333,2011,83.79166666666667,2,0.0630434782608695,0.0352257002224596,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,56747.0,Married,Star,2599.29,Standard,2015,8,,,3
728687,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24,0.0,0.0,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,82962.0,Single,Star,8725.29,Standard,2016,3,2016.0,11.0,0
