Loyalty Number,max_inactive_streak,Cancellation Year,churn,cluster
822727,6,2018.0,1,1
822749,1,,0,1
822765,4,,0,1
822811,9,2018.0,1,3
822901,15,,1,3
822956,3,,0,1
822995,4,,0,4
823048,17,,1,4
823112,3,,0,4
823113,3,,0,1
823208,2,,0,1
823212,24,,1,0
823257,8,2018.0,1,4
823319,6,,1,4
823436,17,2017.0,1,4
823453,13,2018.0,1,1
823567,7,,1,1
823590,5,,0,1
823628,10,,1,4
823663,24,,1,0
823665,4,,0,1
823740,3,,0,1
823761,1,,0,1
823768,3,,0,1
823789,6,,1,3
823816,3,,0,1
823986,11,,1,4
823998,5,,0,1
824076,24,,1,0
824133,3,,0,3
824163,2,,0,4
824216,4,,0,3
824259,2,,0,3
824315,4,,0,3
824351,1,,0,3
824360,4,,0,3
824414,4,,0,4
824462,6,,1,1
824486,3,,0,1
824610,3,,0,3
824668,3,,0,3
824712,4,,0,1
824906,2,,0,3
824917,2,,0,3
824990,5,,0,3
825165,8,,1,4
825217,4,,0,1
825239,3,,0,3
825254,11,,1,1
825315,3,,0,3
825333,13,,1,3
825336,4,,0,3
825464,13,,1,4
825465,3,,0,1
825484,3,,0,1
825490,4,,0,4
825517,1,,0,3
825569,4,,0,3
825593,6,,1,3
825730,24,2016.0,1,0
825809,14,,1,4
825920,24,2013.0,1,0
826113,15,,1,2
826136,2,,0,1
826149,3,,0,1
826166,12,,1,4
826230,22,,1,0
826271,10,2018.0,1,3
826304,3,,0,3
826312,24,,1,0
826556,22,,1,4
826589,7,,1,1
826697,21,2017.0,1,0
826930,24,,1,0
826975,18,,1,3
826984,24,2016.0,1,0
827147,3,,0,3
827164,5,,0,3
827172,2,,0,3
827190,2,,0,1
827194,16,,1,2
827215,3,,0,1
827275,3,,0,1
827288,15,,1,4
827309,6,2018.0,1,4
827334,3,,0,3
827339,4,,0,4
827353,24,,1,0
827546,4,,0,3
827668,16,2017.0,1,1
827677,24,,1,0
827731,2,,0,3
827790,14,,1,1
827815,24,2014.0,1,0
827819,2,,0,3
828026,18,2017.0,1,4
828040,19,,1,4
828076,3,,0,3
828109,16,2018.0,1,1
828136,2,,0,3
828182,4,,0,1
828232,3,,0,1
828328,24,,1,0
828353,3,,0,1
828481,6,,1,3
828643,4,,0,4
828731,2,,0,1
828735,2,,0,3
828776,5,,0,4
828816,4,,0,1
828817,4,,0,1
828852,2,,0,1
828862,22,,1,1
828884,24,,1,0
828895,2,,0,4
828918,6,,1,3
828924,13,,1,1
828959,3,,0,3
828967,2,,0,4
828988,3,,0,1
829003,3,,0,3
829162,2,,0,1
829263,3,,0,1
829291,4,,0,3
829316,24,,1,0
829476,4,,0,3
829505,2,,0,1
829588,3,,0,3
829627,1,,0,3
829663,7,,1,1
829684,2,,0,1
829861,4,,0,3
829863,24,,1,0
829886,2,,0,1
830024,2,,0,3
830071,21,,1,4
830171,3,,0,3
830223,3,,0,3
830225,3,,0,1
830385,3,,0,3
830394,24,2016.0,1,0
830446,6,,1,3
830503,2,,0,1
830547,19,,1,4
830564,2,,0,1
830673,3,,0,3
830743,5,,0,4
830777,4,,0,3
830811,3,,0,3
830818,11,,1,1
830836,24,,1,0
830903,18,,1,1
830931,2,,0,3
830975,7,,1,1
831035,2,,0,4
831087,3,,0,3
831180,3,,0,4
831253,5,,0,4
831341,23,,1,0
831404,3,,0,1
831424,9,,1,4
831442,2,,0,3
831545,19,,1,4
831644,22,,1,4
831693,13,,1,3
831696,2,,0,1
831780,18,,1,3
831797,14,,1,2
831812,12,2018.0,1,3
831829,3,,0,3
831854,15,,1,2
831860,3,,0,4
831928,11,2018.0,1,4
831948,3,,0,3
831964,2,,0,1
831987,24,,1,0
832046,17,,1,4
832062,3,,0,3
832155,20,,1,4
832301,2,,0,4
832367,4,,0,3
832431,3,,0,3
832566,3,,0,1
832597,2,,0,1
832625,4,,0,3
832663,3,,0,3
832665,5,,0,3
832745,4,,0,3
832810,23,,1,4
832864,2,,0,1
832921,1,,0,1
832983,15,,1,2
833024,1,,0,3
833052,3,,0,1
833148,16,2017.0,1,4
833165,24,,1,0
833169,24,2017.0,1,0
833197,3,,0,1
833221,17,,1,3
833233,2,,0,1
833305,3,,0,3
833317,3,,0,1
833322,4,,0,1
833397,2,,0,1
833436,3,,0,4
833547,21,,1,0
833569,9,,1,3
833576,2,,0,1
833627,10,2018.0,1,4
833679,4,2018.0,1,3
833683,2,,0,4
833701,3,,0,3
833704,4,,0,3
833728,4,,0,4
833754,19,,1,0
833765,5,,0,3
833783,3,,0,3
833793,11,2018.0,1,1
833801,7,,1,3
833844,9,,1,3
833891,3,,0,1
833998,2,,0,1
834012,21,,1,0
834063,17,2017.0,1,3
834066,4,,0,1
834081,4,,0,3
834120,2,,0,3
834270,2,,0,3
834286,3,,0,1
834304,4,,0,1
834306,3,,0,4
834453,4,,0,3
834522,24,,1,0
834523,3,,0,3
834537,21,,1,0
834544,3,,0,3
834550,4,,0,3
834571,5,,0,4
834576,3,,0,1
834615,2,,0,3
834726,16,,1,2
834733,3,,0,3
834760,2,,0,1
834790,21,,1,4
834799,3,,0,3
834891,24,2017.0,1,0
834943,2,,0,4
835009,3,,0,3
835062,1,,0,1
835133,19,,1,4
835149,9,,1,3
835240,4,,0,1
835295,22,2017.0,1,4
835377,10,,1,1
835440,8,2018.0,1,3
835484,3,,0,4
835491,3,,0,3
835508,4,,0,4
835566,16,2017.0,1,4
835683,2,,0,3
835693,6,,1,3
835760,3,,0,3
835764,4,,0,1
835779,3,,0,1
835785,3,,0,3
835796,2,,0,3
835920,13,,1,1
835973,3,,0,1
835975,24,2016.0,1,0
836112,2,,0,1
836226,16,,1,2
836295,21,2017.0,1,1
836343,5,,0,3
836374,5,,0,4
836405,3,,0,3
836443,2,,0,3
836475,2,,0,4
836486,2,,0,1
836523,4,,0,3
836550,7,,1,1
836603,21,,1,3
836622,4,,0,3
836665,1,,0,1
836706,3,,0,4
836713,5,,0,4
836720,16,,1,2
836964,2,,0,1
836984,21,,1,3
837012,3,,0,3
837031,2,,0,3
837175,4,,0,3
837215,4,,0,1
837237,4,,0,3
837269,10,,1,1
837273,23,,1,0
837327,24,2016.0,1,0
837360,4,,0,4
837408,24,2016.0,1,0
837517,9,,1,3
837526,14,2018.0,1,3
837580,5,,0,4
837615,24,2014.0,1,0
837628,3,,0,3
837641,4,,0,3
837646,8,2018.0,1,3
837704,23,,1,0
837705,5,,0,3
837733,6,,1,1
837810,3,,0,1
837833,3,,0,1
837932,3,,0,1
838008,6,,1,1
838032,4,,0,1
838160,3,,0,1
838232,2,,0,1
838263,24,,1,0
838270,2,,0,1
838283,3,,0,3
838482,3,,0,3
838553,9,2018.0,1,3
838584,4,,0,1
838589,19,2017.0,1,4
838634,2,,0,1
838650,2,,0,1
838657,2,,0,1
838771,5,,0,4
838784,12,2017.0,1,4
838845,10,2018.0,1,3
838881,3,,0,3
838885,2,,0,3
838938,3,,0,4
838993,10,2018.0,1,4
839115,3,,0,3
839132,14,,1,2
839263,1,2018.0,1,3
839295,5,,0,3
839328,3,,0,3
839356,2,,0,3
839362,2,,0,3
839412,4,,0,4
839422,2,,0,3
839461,13,,1,4
839494,16,2018.0,1,1
839527,2,,0,3
839579,11,,1,3
839659,3,,0,3
839694,3,,0,4
839748,3,,0,3
839967,5,,0,3
840008,17,,1,2
840021,5,,0,1
840038,2,,0,3
840059,4,,0,1
840071,3,,0,3
840088,2,,0,1
840120,3,,0,1
840135,14,,1,4
840184,16,,1,2
840262,4,,0,3
840267,4,,0,1
840326,4,,0,3
840376,2,,0,1
840481,3,,0,1
840515,5,,0,1
840659,24,,1,0
840667,2,2018.0,1,3
840741,7,,1,4
840866,2,,0,1
840882,2,,0,3
840984,2,,0,1
841204,3,,0,3
841219,3,,0,3
841249,3,,0,3
841296,23,,1,0
841324,24,2016.0,1,0
841369,3,,0,3
841373,3,,0,1
841437,2,,0,3
841456,3,,0,1
841631,3,,0,4
841636,3,2018.0,1,1
841674,15,2018.0,1,4
841677,10,,1,3
841770,22,,1,4
841916,3,,0,1
841948,3,,0,3
841957,24,2015.0,1,0
842047,24,2016.0,1,0
842049,4,,0,3
842054,3,,0,1
842064,24,2014.0,1,0
842066,5,,0,3
842190,24,2016.0,1,0
842210,6,,1,4
842236,2,,0,3
842279,12,,1,4
842379,5,,0,4
842390,2,,0,3
842405,8,,1,3
842523,24,2015.0,1,0
842527,3,,0,3
842582,2,,0,1
842641,4,,0,3
842770,9,,1,4
842793,3,,0,1
842835,24,2016.0,1,0
842848,23,,1,0
842855,3,,0,3
842959,2,,0,3
842980,20,,1,4
842982,4,,0,3
843037,3,,0,3
843101,5,,0,4
843158,13,,1,2
843212,2,,0,3
843233,3,,0,4
843378,4,,0,1
843642,2,,0,4
843665,3,,0,1
843672,17,2018.0,1,3
843737,18,,1,4
843816,24,2016.0,1,0
843836,8,,1,3
843919,10,2018.0,1,4
843972,2,,0,4
844046,24,,1,0
844125,6,,1,3
844145,24,2016.0,1,0
844152,2,,0,3
844193,1,,0,3
844222,14,2017.0,1,3
844348,3,,0,3
844477,24,2014.0,1,0
844479,3,,0,1
844540,2,,0,3
844556,3,,0,3
844582,5,,0,3
844641,2,,0,3
844677,3,,0,3
844749,3,,0,3
844834,15,,1,2
844949,24,2016.0,1,0
844959,5,,0,1
845041,4,,0,3
845061,2,,0,1
845176,2,,0,1
845180,13,,1,4
845227,2,,0,3
845273,2,,0,3
845275,2,,0,3
845319,4,,0,3
845435,3,,0,3
845488,8,,1,3
845580,2,,0,4
845613,23,,1,3
845684,3,,0,1
845699,3,,0,3
845782,4,,0,1
845807,5,,0,1
845819,4,,0,3
845820,20,2017.0,1,4
845864,4,,0,3
845945,1,,0,3
845947,12,2018.0,1,3
845994,5,,0,3
846033,21,,1,3
846046,3,,0,3
846055,2,,0,1
846119,4,,0,3
846125,2,,0,4
846194,3,,0,3
846215,24,2016.0,1,0
846243,2,,0,1
846277,4,,0,3
846291,2,,0,4
846313,3,,0,4
846374,2,,0,3
846458,7,,1,1
846515,7,,1,1
846717,24,,1,0
846718,24,2015.0,1,0
846732,1,,0,3
846796,3,,0,1
846864,6,,1,1
846950,7,,1,1
846953,1,,0,3
847136,1,,0,4
847183,6,,1,3
847283,24,,1,0
847312,15,2018.0,1,3
847357,2,,0,3
847359,2,,0,3
847502,11,2018.0,1,3
847559,1,,0,3
847579,2,,0,3
847601,15,,1,2
847609,3,,0,1
847704,2,,0,1
847724,3,,0,1
847771,5,,0,3
847772,3,,0,4
847938,24,2015.0,1,0
848003,2,,0,3
848159,2,,0,1
848185,3,,0,1
848248,1,,0,3
848250,2,,0,1
848498,24,,1,0
848562,1,,0,4
848574,19,2017.0,1,4
848615,4,,0,1
848632,2,,0,3
848694,11,2018.0,1,4
848736,3,,0,1
848804,3,,0,1
848973,3,,0,3
848998,4,,0,3
849105,13,,1,2
849178,2,,0,3
849298,3,,0,1
849330,2,,0,4
849415,3,,0,4
849425,4,,0,3
849510,3,,0,1
849549,4,,0,4
849569,20,,1,4
849587,6,,1,3
849589,4,,0,3
849616,18,,1,1
849673,3,,0,4
849705,2,,0,1
849813,24,,1,0
849884,4,,0,3
850034,3,,0,1
850092,5,,0,3
850123,17,,1,3
850170,7,2018.0,1,4
850245,8,,1,3
850359,4,,0,1
850414,5,,0,3
850418,2,,0,3
850694,2,,0,1
850721,8,,1,3
850821,9,,1,1
850828,5,,0,1
850953,3,,0,1
851021,18,2017.0,1,1
851130,2,,0,4
851231,3,,0,4
851255,2,,0,3
851370,24,,1,0
851390,14,,1,2
851421,2,,0,1
851499,15,2018.0,1,2
851549,3,,0,3
851562,2,,0,3
851563,6,,1,4
851830,3,,0,3
851836,2,,0,3
851845,24,,1,0
851871,3,,0,4
851901,1,,0,4
851931,4,,0,1
851979,24,,1,0
851981,4,,0,1
851982,3,,0,4
851986,3,,0,3
852006,3,,0,1
852012,24,2015.0,1,0
852094,1,,0,3
852253,9,,1,1
852310,2,,0,3
852323,3,,0,3
852392,4,,0,3
852394,2,,0,4
852520,3,,0,4
852571,2,,0,3
852572,23,,1,0
852573,3,,0,3
852597,3,,0,3
852629,24,,1,0
852786,19,,1,4
852855,5,,0,4
852863,3,,0,1
852995,9,,1,3
853003,23,,1,0
853037,24,,1,0
853039,5,,0,4
853232,19,2017.0,1,3
853266,18,,1,3
853272,2,,0,1
853417,3,,0,4
853421,4,,0,4
853438,6,,1,1
853540,11,,1,1
853565,13,2017.0,1,4
853603,4,,0,3
853608,1,,0,1
853621,20,,1,4
853641,1,,0,3
853704,3,,0,1
853826,2,,0,3
853871,3,,0,3
853894,5,,0,3
853957,3,,0,3
854077,7,,1,3
854243,2,,0,1
854249,2,,0,3
854610,3,,0,3
854704,7,,1,3
854709,3,,0,3
854742,24,2016.0,1,0
854812,2,,0,3
854831,11,,1,3
854835,22,2017.0,1,0
854855,24,,1,0
854884,13,,1,1
854902,4,,0,4
854969,17,,1,2
854998,6,,1,3
855007,6,,1,1
855026,1,,0,3
855050,11,,1,3
855153,22,2017.0,1,0
855190,16,2018.0,1,2
855198,1,,0,1
855261,3,,0,3
855351,24,2013.0,1,0
855372,3,,0,1
855381,12,2017.0,1,1
855383,4,,0,3
855384,2,,0,1
855394,13,,1,4
855400,2,,0,1
855451,5,2018.0,1,3
855506,2,,0,1
855510,24,2014.0,1,0
855530,4,,0,1
855559,5,,0,3
855602,15,,1,2
855635,2,,0,1
855721,3,,0,3
855883,2,,0,4
855922,2,,0,3
855981,23,,1,0
855998,12,,1,3
856074,1,,0,1
856229,17,,1,2
856348,2,,0,4
856364,5,,0,1
856406,13,,1,3
856483,18,,1,3
856496,18,,1,4
856502,5,,0,1
856609,15,2018.0,1,2
856654,4,,0,3
856667,5,,0,3
856705,3,,0,3
856782,4,,0,3
856818,17,,1,1
856830,2,,0,1
856942,3,,0,1
857159,2,,0,3
857161,6,,1,1
857219,22,2017.0,1,0
857235,24,,1,0
857247,3,,0,3
857292,4,2018.0,1,1
857353,3,,0,3
857481,2,,0,3
857497,4,,0,3
857516,3,,0,3
857538,4,,0,1
857619,4,,0,1
857629,1,,0,3
857682,2,,0,3
857708,2,,0,1
857771,20,2017.0,1,0
857814,3,,0,3
857845,2,,0,4
857878,13,,1,2
857912,15,2018.0,1,2
857914,2,,0,1
857942,2,,0,3
857946,2,,0,3
857949,24,2015.0,1,0
857971,4,,0,3
858013,10,,1,4
858106,2,,0,1
858125,24,,1,0
858196,3,,0,3
858222,23,,1,0
858228,19,,1,1
858266,4,,0,3
858294,2,,0,3
858341,4,,0,4
858352,6,,1,3
858417,3,,0,1
858427,24,2016.0,1,0
858445,2,,0,1
858453,2,,0,1
858557,2,,0,3
858563,2,,0,1
858626,2,,0,1
858667,4,,0,3
858669,2,,0,3
858674,2,,0,3
858802,2,,0,4
858814,24,,1,0
858817,11,,1,4
858957,3,,0,3
858961,3,,0,3
859144,20,2017.0,1,4
859176,2,,0,3
859196,24,,1,0
859218,18,,1,4
859258,12,,1,4
859343,16,2017.0,1,4
859508,12,2018.0,1,3
859516,3,,0,1
859549,3,,0,3
859553,10,,1,1
859730,2,,0,1
859821,4,,0,1
859871,12,,1,3
859957,3,,0,3
859972,2,,0,3
860017,2,,0,3
860032,15,,1,1
860099,9,,1,3
860172,7,,1,3
860206,11,,1,1
860528,23,,1,0
860553,24,2016.0,1,0
860602,2,,0,3
860657,2,,0,1
860684,3,,0,4
860724,4,,0,1
860809,2,,0,4
860848,5,,0,3
860980,3,,0,1
861058,4,,0,1
861079,10,,1,4
861095,4,,0,4
861104,2,,0,4
861156,2,,0,1
861162,2,,0,3
861191,4,,0,4
861330,17,,1,3
861336,3,,0,3
861415,3,,0,3
861470,3,,0,4
861480,22,,1,4
861558,3,,0,4
861629,22,,1,0
861669,4,2018.0,1,3
861675,4,,0,1
861696,3,,0,3
861700,7,,1,1
861867,19,,1,1
861877,2,,0,4
861879,13,2017.0,1,1
861917,24,2016.0,1,0
861924,3,,0,3
862096,2,,0,3
862097,2,,0,4
862100,1,,0,1
862159,1,,0,1
862212,12,,1,1
862258,2,,0,4
862543,24,,1,0
862576,4,,0,3
862659,9,2018.0,1,3
862932,9,,1,4
862979,14,,1,4
863019,4,,0,3
863035,3,,0,1
863070,2,,0,1
863093,17,,1,4
863108,2,,0,1
863122,17,,1,3
863219,3,,0,1
863223,3,,0,1
863259,1,,0,3
863262,3,,0,1
863280,6,,1,3
863349,3,,0,4
863374,24,2016.0,1,0
863384,2,,0,4
863392,20,,1,4
863432,2,,0,1
863459,3,,0,1
863490,24,,1,0
863516,1,,0,1
863599,3,,0,1
863626,6,,1,4
863744,3,,0,1
863751,5,,0,1
863809,14,2018.0,1,3
863884,4,,0,1
863942,24,2015.0,1,0
864084,2,,0,4
864128,2,,0,1
864161,2,,0,3
864288,4,,0,3
864318,2,,0,4
864324,3,,0,3
864327,2,,0,4
864456,8,,1,3
864485,2,,0,3
864806,3,,0,3
864845,3,,0,3
864967,6,,1,3
865066,13,,1,3
865198,3,,0,4
865213,24,2016.0,1,0
865352,19,,1,0
865401,5,,0,3
865406,3,,0,4
865411,19,,1,4
865429,2,,0,1
865494,18,,1,3
865654,17,2017.0,1,3
865727,14,,1,3
865737,3,,0,3
865759,13,,1,3
865798,24,2016.0,1,0
865803,5,,0,1
865855,2,,0,1
865977,2,,0,3
866073,3,,0,4
866168,2,,0,3
866242,5,,0,3
866295,9,2018.0,1,4
866302,3,,0,3
866307,3,,0,3
866362,4,,0,3
866403,2,,0,1
866417,23,,1,0
866455,5,,0,1
866501,17,,1,4
866604,3,,0,3
866606,2,,0,1
866701,2,,0,3
866815,22,,1,0
866983,2,,0,1
866995,12,,1,1
867046,21,,1,0
867056,1,,0,3
867070,9,,1,1
867112,1,,0,1
867284,21,,1,0
867289,4,,0,1
867301,5,,0,1
867327,2,,0,1
867446,6,,1,4
867472,3,,0,1
867532,9,,1,3
867561,21,,1,0
867624,3,,0,1
867757,3,,0,1
867780,4,,0,4
867801,3,,0,3
867833,2,,0,3
867840,13,,1,4
868025,3,,0,3
868037,2,,0,1
868152,3,,0,3
868154,2,,0,4
868161,2,,0,3
868230,2,,0,1
868250,3,,0,3
868327,24,,1,0
868552,20,,1,1
868568,5,,0,1
868659,17,,1,4
868719,3,,0,3
868744,2,,0,1
868767,3,,0,4
868830,12,2017.0,1,4
868912,3,,0,4
868926,12,,1,4
869116,3,,0,3
869133,5,,0,1
869164,3,,0,3
869190,3,,0,1
869226,3,,0,1
869265,2,,0,3
869276,1,,0,1
869283,11,,1,4
869284,1,,0,1
869471,2,,0,1
869504,2,,0,1
869672,17,,1,2
869712,24,2016.0,1,0
869743,17,2017.0,1,4
869799,5,,0,3
869804,2,,0,1
869971,1,,0,1
870022,5,,0,1
870039,1,,0,1
870045,5,,0,4
870120,3,,0,1
870169,16,,1,2
870203,3,,0,3
870223,20,,1,1
870281,3,,0,1
870522,2,,0,1
870574,8,,1,3
870687,1,,0,3
870764,3,,0,3
870857,2,,0,3
870960,24,2014.0,1,0
870998,2,,0,3
871022,15,,1,2
871045,3,,0,1
871074,3,,0,4
871094,4,,0,3
871124,3,,0,3
871145,1,,0,3
871188,13,2018.0,1,3
871203,13,,1,3
871206,3,,0,1
871219,3,,0,4
871287,5,,0,1
871329,24,2016.0,1,0
871380,13,,1,2
871445,3,,0,3
871455,24,2017.0,1,0
871606,10,,1,1
871627,11,2018.0,1,4
871739,19,2017.0,1,4
871740,21,,1,4
871972,1,,0,3
871980,4,,0,3
872069,11,2018.0,1,4
872079,11,,1,1
872158,24,2015.0,1,0
872234,1,,0,3
872297,23,,1,0
872315,23,,1,0
872335,3,,0,3
872340,24,,1,0
872341,24,,1,0
872408,24,,1,0
872619,3,,0,3
872669,24,,1,0
872676,3,,0,1
872706,24,2016.0,1,0
872752,18,,1,4
872774,3,,0,1
872814,3,,0,4
872932,2,,0,3
872946,4,,0,3
873022,13,2017.0,1,3
873045,2,,0,1
873116,1,,0,3
873169,3,,0,4
873177,2,,0,3
873180,12,2018.0,1,3
873297,8,2018.0,1,1
873415,2,,0,3
873426,24,2018.0,1,0
873436,2,,0,1
873458,3,,0,3
873468,3,,0,1
873488,4,,0,3
873498,4,,0,3
873551,15,,1,4
873554,4,,0,3
873578,24,2016.0,1,0
873579,2,,0,1
873761,3,,0,4
873886,2,,0,3
873945,2,,0,3
873965,13,2017.0,1,4
873977,3,,0,3
874035,12,,1,3
874044,2,,0,1
874104,3,,0,3
874158,18,,1,1
874161,15,,1,2
874184,2,,0,1
874267,3,,0,1
874336,5,,0,3
874363,24,,1,0
874374,5,,0,3
874415,14,,1,4
874589,12,2018.0,1,4
874601,18,,1,4
874612,16,,1,4
874614,2,,0,4
874780,13,,1,1
874842,10,,1,3
874876,15,,1,2
874937,24,,1,0
874938,24,,1,0
874939,2,,0,3
874984,3,,0,3
875086,9,,1,3
875212,2,,0,3
875232,7,,1,1
875473,13,,1,3
875483,2,,0,1
875485,10,2018.0,1,3
875560,14,,1,2
875657,2,,0,3
875707,11,,1,1
875789,24,,1,0
875796,11,,1,3
875819,16,,1,2
876006,3,,0,3
876057,3,,0,1
876062,1,,0,1
876083,2,,0,3
876207,5,,0,3
876232,4,,0,1
876243,24,2015.0,1,0
876254,3,,0,3
876269,6,,1,1
876319,2,,0,3
876326,5,,0,1
876409,3,,0,1
876426,2,,0,3
876538,5,,0,1
876569,2,,0,3
876755,3,,0,3
876757,10,,1,4
876765,22,,1,0
876850,2,,0,1
877008,17,,1,2
877034,23,,1,0
877101,5,,0,3
877124,3,,0,3
877152,23,,1,0
877242,3,,0,3
877251,2,,0,3
877346,23,,1,0
877352,16,2017.0,1,4
877384,3,,0,1
877419,11,2018.0,1,3
877488,2,,0,3
877595,6,,1,3
877603,4,,0,1
877609,4,,0,3
877630,9,,1,3
877654,5,,0,3
877730,4,,0,4
877945,3,,0,3
878240,2,,0,1
878281,3,,0,3
878284,17,,1,4
878327,24,2016.0,1,0
878388,2,,0,3
878510,12,2018.0,1,3
878518,21,,1,0
878568,2,,0,3
878575,2,,0,4
878582,6,,1,1
878633,2,,0,4
878653,3,,0,3
878816,23,,1,0
878909,1,,0,4
878929,4,,0,1
879036,2,,0,3
879177,4,,0,1
879185,2,,0,1
879260,23,,1,0
879265,3,,0,1
879416,23,,1,3
879462,2,,0,3
879506,3,,0,1
879542,2,,0,1
879600,24,2016.0,1,0
879601,4,,0,3
879638,24,2016.0,1,0
879787,3,,0,1
879812,24,2015.0,1,0
879844,3,,0,3
879892,17,,1,4
879904,3,,0,3
879964,16,,1,2
880033,3,,0,3
880065,4,,0,1
880099,24,2015.0,1,0
880205,4,,0,4
880402,3,,0,1
880406,3,,0,4
880436,3,,0,3
880505,2,,0,3
880580,20,,1,0
880619,12,,1,4
880681,16,,1,2
880709,13,,1,1
880740,10,,1,1
880805,16,,1,2
880849,2,,0,3
880897,24,2015.0,1,0
880948,5,,0,4
881000,8,,1,1
881001,4,,0,1
881106,21,,1,0
881142,19,2017.0,1,3
881156,17,,1,3
881157,3,,0,3
881198,2,,0,3
881304,3,,0,3
881362,7,,1,1
881399,24,,1,0
881413,2,,0,1
881428,24,2016.0,1,0
881584,15,,1,2
881628,10,2018.0,1,4
881741,19,,1,3
881749,5,,0,1
881818,8,,1,1
881828,3,,0,1
881846,3,,0,3
881871,3,,0,3
881943,10,,1,3
881983,3,,0,4
882024,21,,1,4
882025,2,,0,3
882044,1,,0,4
882084,19,,1,4
882263,1,,0,3
882353,4,,0,1
882409,6,,1,1
882443,24,2015.0,1,0
882466,4,,0,1
882544,2,,0,1
882590,2,,0,1
882718,2,,0,1
882725,2,,0,1
882874,24,,1,0
882911,2,,0,1
883002,1,,0,1
883025,20,,1,1
883055,3,,0,1
883056,19,,1,4
883065,4,,0,1
883155,2,,0,4
883174,3,2018.0,1,1
883212,3,,0,1
883230,2,,0,3
883242,22,,1,0
883255,1,,0,1
883349,24,2014.0,1,0
883376,16,,1,2
883468,15,2018.0,1,3
883489,6,,1,4
883505,5,2018.0,1,4
883574,3,,0,3
883606,24,2016.0,1,0
883660,3,,0,3
883693,24,2015.0,1,0
883702,5,,0,1
883755,4,,0,4
883773,5,,0,4
883816,3,2018.0,1,1
883841,4,,0,4
883852,3,,0,1
883916,24,2016.0,1,0
883963,5,,0,1
883968,2,,0,1
884040,3,,0,1
884062,1,,0,1
884088,4,,0,3
884089,2,,0,3
884433,3,,0,1
884505,5,,0,1
884522,4,,0,1
884530,19,,1,3
884570,24,2017.0,1,0
884611,23,,1,0
884654,24,,1,0
884691,4,,0,3
884708,3,,0,1
884844,3,,0,3
884875,2,,0,1
884909,3,,0,1
884992,24,2016.0,1,0
885007,3,,0,3
885176,11,,1,1
885210,24,2015.0,1,0
885274,2,,0,1
885357,4,,0,1
885386,23,,1,4
885474,2,,0,4
885480,2,,0,1
885497,16,,1,2
885682,4,,0,1
885723,4,,0,1
885739,4,,0,3
885763,3,,0,1
885848,5,,0,3
885871,6,,1,1
885888,4,,0,1
885933,5,,0,3
886086,6,,1,1
886127,4,,0,3
886227,21,,1,0
886299,12,,1,1
886361,21,,1,0
886439,2,,0,1
886677,2,,0,3
886764,11,,1,3
886803,21,,1,3
886876,6,,1,4
887026,24,2016.0,1,0
887069,24,2014.0,1,0
887117,13,2018.0,1,3
887192,18,,1,3
887209,3,,0,1
887228,2,,0,3
887266,2,,0,3
887328,4,,0,3
887464,4,,0,4
887511,3,2018.0,1,1
887605,22,,1,0
887609,13,,1,2
887705,24,2015.0,1,0
887730,4,,0,1
887748,1,,0,3
887892,3,,0,4
887995,3,,0,3
888049,3,,0,4
888115,2,,0,3
888131,10,,1,3
888291,3,,0,3
888297,2,,0,3
888316,23,2017.0,1,3
888357,2,,0,1
888404,22,,1,4
888417,3,,0,3
888430,17,,1,4
888506,2,,0,3
888649,2,,0,3
888901,23,2017.0,1,0
889023,19,,1,4
889061,2,,0,3
889501,9,2018.0,1,4
889525,22,,1,0
889569,5,,0,1
889671,2,,0,3
889687,4,,0,3
889697,3,,0,3
889786,2,,0,4
889796,2,,0,1
889964,24,2015.0,1,0
890051,3,,0,1
890232,15,2018.0,1,4
890361,20,,1,3
890395,2,,0,3
890404,13,2018.0,1,1
890437,3,,0,4
890447,2,,0,3
890543,2,,0,3
890595,4,,0,3
890617,3,,0,4
890646,11,,1,4
890650,21,,1,0
890673,9,,1,4
890702,1,,0,3
890753,11,,1,3
890839,24,2015.0,1,0
890882,20,,1,4
890936,3,,0,1
891012,3,,0,1
891046,13,,1,3
891097,2,,0,3
891105,24,,1,0
891128,3,,0,3
891179,5,,0,1
891218,24,2015.0,1,0
891233,24,,1,0
891237,3,,0,3
891335,4,,0,4
891413,3,,0,1
891516,18,,1,4
891604,1,,0,1
891647,6,,1,1
891696,3,,0,1
891727,4,,0,1
891790,4,,0,3
891810,5,,0,1
891903,3,,0,4
891927,24,2016.0,1,0
891931,14,,1,2
892000,24,2016.0,1,0
892022,2,,0,1
892066,20,,1,3
892068,6,,1,3
892079,3,,0,3
892199,9,,1,4
892219,3,,0,3
892227,2,,0,1
892258,3,,0,4
892273,24,,1,0
892502,2,,0,1
892517,24,,1,0
892556,24,2015.0,1,0
892616,4,,0,3
892630,22,,1,0
892632,2,,0,1
892639,24,2016.0,1,0
892701,3,,0,3
892723,2,,0,4
892797,2,,0,1
892967,4,,0,1
892994,2,,0,3
893040,5,,0,4
893057,3,,0,3
893120,17,,1,1
893127,21,,1,4
893266,2,,0,1
893294,2,,0,1
893375,2,,0,3
893376,24,,1,0
893427,10,,1,4
893549,4,,0,1
893555,23,2017.0,1,0
893574,8,,1,3
893632,10,,1,1
893661,7,,1,1
893725,5,,0,1
893771,4,,0,3
893789,2,,0,3
893863,4,,0,4
